company_id,type,rule_id,text,confidence_pct
IDFCFIRSTB,pro,P6,Net profit compounding at above 20% over 5 years creates significant shareholder value,90
IDFCFIRSTB,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
IDFCFIRSTB,con,C3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80
IDFCFIRSTB,con,C10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80
IDFCFIRSTB,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,85
HDFCLIFE,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals,85
HDFCLIFE,pro,P4,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,80
HDFCLIFE,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,85
HDFCLIFE,pro,P6,Net profit compounding at above 20% over 5 years creates significant shareholder value,90
HDFCLIFE,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,85
HDFCLIFE,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
HDFCLIFE,con,C7,"Dividend payout ratio above 100% means the company is paying dividends from reserves, which is unsustainable",85
HDFCLIFE,con,C10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80
SBILIFE,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals,85
SBILIFE,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,85
SBILIFE,pro,P8,Consistent dividend yield above 2% backed by positive free cash flow,80
SBILIFE,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
SBILIFE,con,C7,"Dividend payout ratio above 100% means the company is paying dividends from reserves, which is unsustainable",85
SBILIFE,con,C10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80
SBILIFE,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,75
ICICIPRULI,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals,85
ICICIPRULI,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,85
ICICIPRULI,pro,P6,Net profit compounding at above 20% over 5 years creates significant shareholder value,90
ICICIPRULI,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,85
ICICIPRULI,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
ICICIPRULI,con,C7,"Dividend payout ratio above 100% means the company is paying dividends from reserves, which is unsustainable",85
ICICIPRULI,con,C8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80
SAIL,pro,P6,Net profit compounding at above 20% over 5 years creates significant shareholder value,90
SAIL,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,85
SAIL,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
SAIL,con,C3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80
SAIL,con,C7,"Dividend payout ratio above 100% means the company is paying dividends from reserves, which is unsustainable",85
NMDC,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals,85
NMDC,pro,P8,Consistent dividend yield above 2% backed by positive free cash flow,80
NMDC,con,C1,Debt-to-equity ratio of 2.4 is elevated for a non-financial company and warrants monitoring,90
NMDC,con,C3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80
NMDC,con,C7,"Dividend payout ratio above 100% means the company is paying dividends from reserves, which is unsustainable",85
NMDC,con,C9,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,85
NMDC,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,85
NMDC,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,75
NALCO,con,C5,Revenue contraction over consecutive years indicates demand weakness or market share loss,80
NALCO,con,C7,"Dividend payout ratio above 100% means the company is paying dividends from reserves, which is unsustainable",85
NALCO,con,C10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80
NALCO,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,85
NHPC,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals,85
NHPC,pro,P8,Consistent dividend yield above 2% backed by positive free cash flow,80
NHPC,con,C7,"Dividend payout ratio above 100% means the company is paying dividends from reserves, which is unsustainable",85
NHPC,con,C9,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,85
NHPC,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,85
POWERINDIA,con,C1,Debt-to-equity ratio of 2.2 is elevated for a non-financial company and warrants monitoring,90
POWERINDIA,con,C5,Revenue contraction over consecutive years indicates demand weakness or market share loss,80
POWERINDIA,con,C7,"Dividend payout ratio above 100% means the company is paying dividends from reserves, which is unsustainable",85
POWERINDIA,con,C10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80
IOCL,con,C3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80
IOCL,con,C5,Revenue contraction over consecutive years indicates demand weakness or market share loss,80
IOCL,con,C7,"Dividend payout ratio above 100% means the company is paying dividends from reserves, which is unsustainable",85
IOCL,con,C9,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,85
IOCL,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,85
IOCL,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,75
HPCL,con,C3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80
HPCL,con,C5,Revenue contraction over consecutive years indicates demand weakness or market share loss,80
HPCL,con,C8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80
HPCL,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,85
HPCL,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,75
MUTHOOTFIN,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,85
MUTHOOTFIN,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,85
MUTHOOTFIN,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
MUTHOOTFIN,con,C5,Revenue contraction over consecutive years indicates demand weakness or market share loss,80
MUTHOOTFIN,con,C7,"Dividend payout ratio above 100% means the company is paying dividends from reserves, which is unsustainable",85
MUTHOOTFIN,con,C10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80
BANDHANBNK,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals,85
BANDHANBNK,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,85
BANDHANBNK,pro,P6,Net profit compounding at above 20% over 5 years creates significant shareholder value,90
BANDHANBNK,pro,P8,Consistent dividend yield above 2% backed by positive free cash flow,80
BANDHANBNK,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,85
BANDHANBNK,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
BANDHANBNK,con,C7,"Dividend payout ratio above 100% means the company is paying dividends from reserves, which is unsustainable",85
TORNTPHARM,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals,85
TORNTPHARM,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,85
TORNTPHARM,pro,P8,Consistent dividend yield above 2% backed by positive free cash flow,80
TORNTPHARM,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,85
TORNTPHARM,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
TORNTPHARM,con,C7,"Dividend payout ratio above 100% means the company is paying dividends from reserves, which is unsustainable",85
TORNTPHARM,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,85
ALKEM,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals,85
ALKEM,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,85
ALKEM,pro,P8,Consistent dividend yield above 2% backed by positive free cash flow,80
ALKEM,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
ALKEM,con,C7,"Dividend payout ratio above 100% means the company is paying dividends from reserves, which is unsustainable",85
ALKEM,con,C10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80
LALPATHLAB,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,85
LALPATHLAB,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,85
LALPATHLAB,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
LALPATHLAB,con,C7,"Dividend payout ratio above 100% means the company is paying dividends from reserves, which is unsustainable",85
BIOCON,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,85
BIOCON,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,80
BIOCON,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
BIOCON,con,C6,Interest coverage ratio below 1.5x indicates the company is at risk of not meeting its debt obligations,90
BIOCON,con,C7,"Dividend payout ratio above 100% means the company is paying dividends from reserves, which is unsustainable",85
ZYDUSLIFE,pro,P8,Consistent dividend yield above 2% backed by positive free cash flow,80
ZYDUSLIFE,con,C1,Debt-to-equity ratio of 2.8 is elevated for a non-financial company and warrants monitoring,90
ZYDUSLIFE,con,C3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80
ZYDUSLIFE,con,C5,Revenue contraction over consecutive years indicates demand weakness or market share loss,80
ZYDUSLIFE,con,C7,"Dividend payout ratio above 100% means the company is paying dividends from reserves, which is unsustainable",85
ZYDUSLIFE,con,C9,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,85
ZYDUSLIFE,con,C10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80
ZYDUSLIFE,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,85
ZYDUSLIFE,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,75
ABBOTINDIA,pro,P8,Consistent dividend yield above 2% backed by positive free cash flow,80
ABBOTINDIA,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,80
ABBOTINDIA,con,C3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80
ABBOTINDIA,con,C7,"Dividend payout ratio above 100% means the company is paying dividends from reserves, which is unsustainable",85
ABBOTINDIA,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,75
APOLLOHOSP,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals,85
APOLLOHOSP,con,C7,"Dividend payout ratio above 100% means the company is paying dividends from reserves, which is unsustainable",85
APOLLOHOSP,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,85
APOLLOHOSP,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,75
MAXHEALTH,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,85
MAXHEALTH,pro,P6,Net profit compounding at above 20% over 5 years creates significant shareholder value,90
MAXHEALTH,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,85
MAXHEALTH,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
MAXHEALTH,con,C2,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,85
MAXHEALTH,con,C7,"Dividend payout ratio above 100% means the company is paying dividends from reserves, which is unsustainable",85
FORTIS,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,85
FORTIS,pro,P8,Consistent dividend yield above 2% backed by positive free cash flow,80
FORTIS,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,85
FORTIS,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
FORTIS,pro,P12,Growing asset base funded by internal accruals reflects self-sustaining growth,85
FORTIS,con,C7,"Dividend payout ratio above 100% means the company is paying dividends from reserves, which is unsustainable",85
DEVYANI,pro,P8,Consistent dividend yield above 2% backed by positive free cash flow,80
OBEROIRLTY,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals,85
OBEROIRLTY,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,85
OBEROIRLTY,con,C7,"Dividend payout ratio above 100% means the company is paying dividends from reserves, which is unsustainable",85
OBEROIRLTY,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,85
OBEROIRLTY,con,C12,Revenue growing at below 5% over 5 years lags inflation and suggests limited business momentum,75
INDIANHOTL,pro,P8,Consistent dividend yield above 2% backed by positive free cash flow,80
INDIANHOTL,con,C3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80
INDIANHOTL,con,C7,"Dividend payout ratio above 100% means the company is paying dividends from reserves, which is unsustainable",85
INDIANHOTL,con,C10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80
INDIANHOTL,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,85
TVSMOTOR,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,80
VOLTAS,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
VOLTAS,con,C3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80
VOLTAS,con,C7,"Dividend payout ratio above 100% means the company is paying dividends from reserves, which is unsustainable",85
VOLTAS,con,C9,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,85
VOLTAS,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,85
ASTRAL,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,85
ASTRAL,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,85
ASTRAL,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
ASTRAL,con,C1,Debt-to-equity ratio of 2.6 is elevated for a non-financial company and warrants monitoring,90
ASTRAL,con,C7,"Dividend payout ratio above 100% means the company is paying dividends from reserves, which is unsustainable",85
AARTIIND,pro,P8,Consistent dividend yield above 2% backed by positive free cash flow,80
AARTIIND,con,C1,Debt-to-equity ratio of 2.6 is elevated for a non-financial company and warrants monitoring,90
AARTIIND,con,C3,Operating margins declining for 3 consecutive years suggest pricing or cost pressure,80
AARTIIND,con,C8,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,80
AARTIIND,con,C9,Earnings per share declining for 3 consecutive years reflects deteriorating profitability,85
TORNTPOWER,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,85
TORNTPOWER,pro,P8,Consistent dividend yield above 2% backed by positive free cash flow,80
TORNTPOWER,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,85
TORNTPOWER,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
TORNTPOWER,con,C1,Debt-to-equity ratio of 2.7 is elevated for a non-financial company and warrants monitoring,90
TORNTPOWER,con,C7,"Dividend payout ratio above 100% means the company is paying dividends from reserves, which is unsustainable",85
TORNTPOWER,con,C10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,80
M&MFIN,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,85
M&MFIN,pro,P6,Net profit compounding at above 20% over 5 years creates significant shareholder value,90
M&MFIN,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
M&MFIN,con,C7,"Dividend payout ratio above 100% means the company is paying dividends from reserves, which is unsustainable",85
CHOLAFIN,pro,P2,Strong free cash flow generation over 5 years signals healthy business fundamentals,85
CHOLAFIN,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline,85
CHOLAFIN,pro,P6,Net profit compounding at above 20% over 5 years creates significant shareholder value,90
CHOLAFIN,pro,P8,Consistent dividend yield above 2% backed by positive free cash flow,80
CHOLAFIN,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,85
CHOLAFIN,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,75
CHOLAFIN,con,C5,Revenue contraction over consecutive years indicates demand weakness or market share loss,80
CHOLAFIN,con,C7,"Dividend payout ratio above 100% means the company is paying dividends from reserves, which is unsustainable",85
CHOLAFIN,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,85
ASIANPAINT,pro,P0,Company maintains stable market position in its industry,65
NTPC,pro,P0,Company maintains stable market position in its industry,65
DIVISLAB,pro,P0,Company maintains stable market position in its industry,65
CANBK,pro,P0,Company maintains stable market position in its industry,65
NALCO,pro,P0,Company maintains stable market position in its industry,65
POWERINDIA,pro,P0,Company maintains stable market position in its industry,65
IOCL,pro,P0,Company maintains stable market position in its industry,65
HPCL,pro,P0,Company maintains stable market position in its industry,65
DEVYANI,con,C0,Industry faces macroeconomic headwinds and regulatory risks,65
TVSMOTOR,con,C0,Industry faces macroeconomic headwinds and regulatory risks,65
